"","Carats","Cert","Clarity","Color","Cut","Depth","Fluroescence","Known_Conflict_Diamond","Measurements","Polish","Regions","Shape","Symmetry","Table","Vendor","Offers"
"6418",0.9,"AGSL","SI1","H","Excellent",61.2,"None",NA,"6.19x6.21x3.8","Excellent","Botswana","Round","Excellent",59,"3",NA
"6420",0.9,"AGSL","SI1","G","Excellent",61.4,NA,NA,"6.17x6.21x3.81","Excellent","Australia","Marquise","Excellent",NA,"3",NA
"6421",0.9,"AGSL","VS1","J","Excellent",61.7,"None",NA,"6.16x6.2x3.82","Excellent","Botswana","Round","Excellent",59,"2",NA
"6422",0.9,"AGSL","VS2","F","Excellent",61.8,NA,NA,"6.19x6.21x3.83","Excellent","Canada","Round","Excellent",59,"2",NA
"6424",0.9,"AGSL","VS1","J","Excellent",61.9,"Faint",NA,"6.15x6.19x3.82","Excellent","Russia","Round","Excellent",59,"2",NA
"6425",0.9,"AGSL","VS1","E","Very good",62,"None",NA,"6.13x6.15x3.81","Excellent","Angola","Round","Excellent",59,"4",NA
"6428",0.9,"GemEx","SI2","D","Excellent",62.1,"None",FALSE,"6.13x6.19x3.82","Very good","DR Congo","Round","Very good",59,"4",NA
"6429",0.9,"AGSL","VS1","E","Very good",NA,"None",NA,"6.11x6.16X3.82","Very good","Russia","Round","Very good",NA,"4",NA
"6432",0.9,"AGSL","VS1","G","Excellent",62.4,"None",NA,"6.15x6.18*3.85","Excellent","Russia","Cushion","Excellent",59,"2",NA
"6433",0.9,"AGSL","SI1","D","Excellent",62.6,"Faint",NA,"6.14x6.18x3.85","Very good","Botswana","Marquis","Very good",59,"4",NA
"6444",0.77,"AGSL","VVS1","F","Very good",60.9,"None",NA,"5.9x5.98x3.62","Excellent","DR Congo","Round","Very good",NA,"3",NA
"6447",2.55,"NA","SI1","J","Excellent",62.4,"Faint",NA,"8.7X8.74x5.44","Excellent","Canada","Oval","Excellent",58,"2",NA
"6448",2.55,"AGSL","VS2","L","Excellent",NA,"Faint",NA,"8.63x8.7x5.41","Excellent","Australia","Round","Excellent",NA,"2",NA
"6459",2.02,"AGSL","VS2","D","Excellent",62.2,"Strong",FALSE,"8.04x8.08x5.01","Excellent","Russia","Round","Excellent",58,"2",NA
"6466",2.02,"AGSL","SI2","F","Excellent",NA,"Faint",NA,"8.02x8.08x5","Very good","Russia","Princess","Very good",NA,"3",NA
"6468",2.02,"AGSL","SI1","I","Very good",62.3,"None",NA,"8.06x8.12x5.04","Excellent","Russia","Oval ","Excellent",NA,"2",NA
"6470",2.02,"AGSL","VS2","D","Excellent",60.5,"None",NA,"8.14x8.19x4.94","Excellent","Russia","Round","Excellent",NA,"2",NA
"6489",2.01,"AGSL","SI1","K","Excellent",60.2,"None",NA,"8.14x8.19x4.91","Excellent","Botswana","Round","Excellent",59,"3",NA
"6495",2.01,"AGSL","SI2","H","Excellent",61.6,"None",NA,"8.01x8.11*4.97","Excellent","Russia","Round","Very good",59,"4",NA
"6496",2.01,"AGSL","SI1","J","Excellent",61.6,"None",NA,"8.08x8.12x4.99","Excellent","Botswana","Oval","Excellent",NA,"3",NA
"6499",2.01,"AGSL","SI2","E","Excellent",61.9,"None",NA,"8.06x8.09x5","Excellent","Canada","Round","Excellent",NA,"2",NA
"6500",2.01,"AGSL","SI1","J","Excellent",NA,NA,NA,"8.07x8.09x5.01","Excellent","Angola","Round","Excellent",59,"3",NA
"6504",3.01,"AGSL","SI1","E","Excellent",62,"None",NA,"9.22x9.27x5.73","Excellent","DR Congo","Round","Excellent",57,"2",NA
"6505",3.01,"GemEx","SI2","F","Excellent",62,"Faint",FALSE,"9.23x9.27x5.73","Excellent","South Africa","Radiant","Excellent",NA,"2",NA
"6510",3.01,"AGSL","SI2","J","Very good",63.5,"Faint",NA,"9.06x9.14x5.78","Excellent","South Africa","Princess","Excellent",NA,"2",NA
"6511",2.43,"AGSL","SI2","E","Excellent",62.1,"Medium",NA,"8.56x8.6x5.33","Excellent","Angola","Round","Excellent",57,"4",NA
"6512",3.01,"AGSL","SI1","G","Excellent",60,"Medium",NA,"9.38x9.42x5.64","Excellent","Russia","Radiant","Excellent",58,"2",NA
"6517",3.01,"GemEx","VS2","G","Excellent",62.5,NA,NA,"9.18x9.2x5.75","Excellent","Australia","Radiant","Very good",58,"2",NA
"6533",2.11,"AGSL","VS2","E","Excellent",60.1,"None",NA,"8.31x8.34x5","Excellent","Angola","Round","Excellent",59,"2",NA
"6537",1.72,"AGSL","SI1","I","Very good",59.7,"Faint",NA,"7.79x7.7x4.62","Very good","Botswana","Oval","Good",NA,"2",NA
"6540",1.78,"AGSL","VS2","G","Good",NA,NA,NA,"8.12x8.05x4.62","Very good","DR Congo","Radiant","Good",62,"4",NA
"6543",2.02,"AGSL","SI2","H","Excellent",60.3,NA,NA,"8.17x8.16x4.92","Excellent","Russia","Round","Excellent",60,"4",NA
"6550",0.6,"AGSL","SI1","H","Very good",63.4,"None",NA,"5.33x5.35x3.38","Very good","Botswana","Round","Very good",56,"1",NA
"6552",0.6,"AGSL","VS1","F","Good",60.5,NA,NA,"5.37x5.41x3.26","Very good","Botswana","Round","Very good",62,"1",NA
"6558",2.04,"AGSL","IF","M","Very good",62.4,NA,NA,"8.09*8.05x5.04","Excellent","Russia","Round","Excellent",NA,"2",NA
"6560",1.5,"NA","SI2","E","Excellent",NA,"Medium",NA,"7.3x7.26*4.54","Excellent","Angola","Marquise","Excellent",58,"4",NA
"6564",1.5,"AGSL","VS2","E","Very good",63.9,"Medium",NA,"7.24x7.26x4.64","Excellent","Russia","Radiant","Excellent",56,"4",NA
"6567",1.5,"AGSL","SI1","G","Very good",62.4,"Medium",NA,"7.26x7.22+4.52","Excellent","Australia","Round","Excellent",57,"2",NA
"6569",2.21,"AGSL","SI2","D","Good",NA,"Faint",NA,"8.28x8.25x5.15","Very good","Australia","Princess","Good",64,"4",NA
"6571",2.41,"NA","I1","J","Very good",59.8,NA,NA,"8.67x8.59x5.16","Very good","Canada","Round","Good",64,"2",NA
"6586",1.8,"AGSL","SI2","D","Excellent",NA,"Faint",NA,"7.88x7.91x4.78","Excellent","Russia","Round","Excellent",59,"2",NA
"6593",1.8,"AGSL","SI1","I","Excellent",61.5,"Faint",NA,"7.79x7.83x4.81","Excellent","Canada","Emerald","Excellent",59,"3",NA
"6596",1.8,"AGSL","VS1","F","Excellent",NA,"None",NA,"7.74x7.79x4.83","Excellent","Australia","Emerald","Excellent",59,"2",NA
"6598",1.8,"AGSL","VS1","G","Excellent",62.7,"None",NA,"7.71x7.76x4.85","Excellent","Russia","Round","Excellent",59,"2",NA
"6603",1.71,"AGSL","SI2","H","Excellent",NA,"None",NA,"7.59x7.63x4.74","Excellent","Australia","Round","Excellent",58,"4",NA
"6611",1.82,"AGSL","VS1","I","Excellent",NA,"None",NA,"7.93x7.96x4.78","Excellent","Botswana","Round","Excellent",60,"4",NA
"6616",1.35,"AGSL","SI1","G","Excellent",62.7,NA,NA,"7.02*7.05x4.42","Excellent","Botswana","Princess","Excellent",NA,"2",NA
"6620",1.35,"AGSL","SI1","D","Excellent",NA,"Medium",NA,"7.07x7.11x4.41","Excellent","South Africa","Oval","Excellent",NA,"2",NA
"6622",1.35,"AGSL","VS1","I","Excellent",62.4,NA,NA,"7.04x7.07x4.4","Excellent","Angola","Asscher","Excellent",NA,"2",NA
"6623",1.35,"AGSL","VS2","I","Excellent",62.4,NA,NA,"7.04x7.06x4.4","Excellent","DR Congo","Cushion","Excellent",56,"2",NA
"6624",1.35,"AGSL","SI2","J","Excellent",62,"Faint",NA,"7.05x7.08x4.38","Excellent","South Africa","Radiant","Excellent",57,"2",NA
"6626",3.04,"NA","VS2","E","Excellent",62,"None",NA,"9.31x9.35x5.78","Excellent","Russia","Round","Excellent",56,"2",NA
"6631",1.16,"AGSL","VS1","H","Excellent",62.5,"None",NA,"6.72x6.75x4.21","Excellent","Botswana","Radiant","Excellent",57,"2",NA
"6632",1.16,"AGSL","SI2","E","Excellent",NA,"Faint",NA,"6.8x6.84x4.15","Excellent","Australia","Radiant","Excellent",58,"2",NA
"6633",1.16,"AGSL","IF","F","Excellent",61.6,"None",FALSE,"6.75x6.8x4.18","Excellent","Botswana","Princess","Excellent",NA,"3",NA
"6638",10.05,"AGSL","VS2","K","Very good",63.6,"None",FALSE,"13.95x13.77x8.81","Excellent","Canada","Round","Very good",NA,"2",NA
"6641",1.72,"NA","SI1","G","Excellent",62.4,"None",NA,"7.63x7.69x4.78","Excellent","DR Congo","Round","Excellent",57,"3",NA
"6643",1.72,"AGSL","VS1","D","Excellent",NA,"None",FALSE,"7.61x7.64x4.78","Excellent","Botswana","Round","Excellent",NA,"2",NA
"6648",1.72,"AGSL","VS2","G","Excellent",NA,"None",NA,"7.66x7.69x4.75","Excellent","Botswana","Round","Excellent",58,"2",NA
"6649",1.72,"AGSL","VS2","E","Excellent",62.3,"Faint",NA,"7.63x7.65x4.76","Excellent","Other/Unknown","Round","Excellent",58,"2",NA
"6652",0.75,"AGSL","VS1","N","Fair",66.4,"Faint",FALSE,"5.51-5.59x3.69","Good","Australia","Oval","Good",NA,"1",NA
"6654",1.71,"AGSL","SI1","H","Excellent",62.6,"Faint",NA,"7.61x7.65x4.77","Excellent","Russia","Round","Excellent",58,"2",NA
"6668",1.55,"AGSL","SI1","E","Excellent",NA,"Medium",NA,"7.39x7.41x4.59","Excellent","South Africa","Round","Excellent",NA,"4",NA
"6675",1.55,"AGSL","SI1","J","Excellent",60,"Faint",NA,"7.5x7.54x4.51","Excellent","Angola","Emerald","Excellent",59,"2",NA
"6679",1.55,"AGSL","SI1","G","Excellent",61.3,"None",NA,"7.41x7.45x4.55","Excellent","Russia","Round","Very good",59,"2",NA
"6683",1.71,"AGSL","SI1","J","Very good",NA,"Medium",NA,"7.48x7.56x4.73","Excellent","Russia","Round","Very good",60,"2",NA
"6686",1.83,"AGSL","SI1","H","Excellent",62,"None",NA,"7.83x7.86x4.86","Excellent","Russia","Round","Excellent",NA,"3",NA
"6688",1.83,"AGSL","SI2","F","Very good",60.4,"None",NA,"7.87x7.93x4.77","Excellent","Russia","Oval","Very good",65,"2",NA
"6690",1.23,"AGSL","VS1","H","Very good",61.5,NA,NA,"6.92x6.96x4.27","Very good","Angola","Round","Very good",59,"4",NA
"6691",1.23,"GemEx","SI2","I","Very good",62.5,"Faint",FALSE,"6.81x6.84x4.27","Very good","Russia","Round","Very good",NA,"2",NA
"6694",1.27,"AGSL","VS2","D","Very good",NA,"None",NA,"7.15x7.17x4.16","Excellent","Angola","Asscher","Excellent",NA,"2",NA
"6695",1.27,"AGSL","SI1","I","Very good",62.7,"Faint",NA,"6.9x6.87x4.32","Excellent","DR Congo","Round","Excellent",57,"2",NA
"6699",1.71,"GemEx","VS2","H","Excellent",60.9,"None",NA,"7.69x7.72x4.69","Excellent","Russia","Round","Excellent",NA,"2",NA
"6702",1.71,"AGSL","SI1","H","Excellent",62.1,"Faint",NA,"7.64x7.66x4.75","Excellent","Russia","Round","Excellent",57,"2",NA
"6712",2.36,"AGSL","I1","G","Good",NA,"Faint",NA,"8.34x8.56x5.26","Excellent","Zimbabwe","Pear","Good",NA,"2",NA
"6715",0.86,"AGSL","VS1","G","Good",60.1,"None",NA,"6.16x6.23*3.72","Very good","Russia","Oval","Good",65,"2",NA
"6716",1.14,"AGSL","SI1","E","Excellent",61.9,"None",NA,"6.68x6.73x4.15","Excellent","DR Congo","Round","Excellent",57,"3",NA
"6721",1.14,"AGSL","SI1","J","Excellent",61.1,"None",NA,"6.74x6.76x4.12","Excellent","Botswana","Round","Excellent",58,"4",NA
"6728",1.14,"AGSL","IF","G","Excellent",NA,NA,FALSE,"6.79*6.81x4.1","Excellent","Australia","Emerald","Excellent",NA,"2",NA
"6729",1.03,"AGSL","VS1","E","Excellent",NA,"None",NA,"6.65x6.7x3.9","Excellent","South Africa","Princess","Excellent",NA,"3",NA
"6730",1.03,"AGSL","VVS2","J","Very good",58.4,"Strong",NA,"6.62x6.66x3.88","Excellent","Russia","Round","Very good",59,"2",NA
"6732",1.03,"AGSL","SI2","E","Excellent",NA,"None",NA,"6.46x6.49x4.01","Excellent","Russia","Round","Very good",NA,"2",NA
"6733",1.04,"AGSL","SI1","E","Excellent",61.1,"None",FALSE,"6.55x6.58x4.02","Excellent","Russia","Round","Excellent",NA,"4",NA
"6737",1.04,"AGSL","IF","D","Excellent",NA,"None",NA,"6.59x6.62x3.98","Excellent","Australia","Marquise","Excellent",58,"4",NA
"6739",1.04,"NA","SI2","E","Excellent",61.6,"Faint",NA,"6.53x6.55x4.03","Excellent","Botswana","Princess","Excellent",58,"2",NA
"6740",1.04,"AGSL","SI1","D","Excellent",61.9,"None",NA,"6.45x6.51x4.01","Excellent","Other/Unknown","Round","Excellent",58,"3",NA
"6745",1.04,"AGSL","VS2","E","Excellent",61.4,"None",NA,"6.5x6.53x4","Excellent","Australia","Pear","Excellent",59,"2",NA
"6747",1.24,"AGSL","SI2","D","Excellent",61.3,"None",FALSE,"6.9x6.95x4.25","Excellent","Botswana","Round","Excellent",56,"4",NA
"6751",1.24,"AGSL","SI2","E","Excellent",59.9,"None",NA,"6.98x7x4.19","Excellent","Canada","Princess","Excellent",58,"2",NA
"6752",1.24,"AGSL","IF","H","Excellent",61.7,"None",NA,"6.88*6.92x4.26","Excellent","Zimbabwe","Emerald","Excellent",58,"2",NA
"6754",1.24,"GemEx","IF","D","Excellent",60,NA,FALSE,"7.02x7.07x4.23","Excellent","Russia","Marquise","Excellent",59,"2",NA
"6757",1.24,"AGSL","VS2","K","Excellent",NA,"None",FALSE,"6.92x6.95x4.23","Excellent","Australia","Round","Excellent",59,"4",NA
"6760",1.24,"GemEx","SI2","K","Excellent",61.6,"Faint",NA,"6.88x6.9x4.24","Excellent","DR Congo","Radiant","Excellent",59,"2",NA
"6774",1.03,"AGSL","I1","F","Excellent",60.3,"None",FALSE,"6.53x6.57x3.95","Excellent","Botswana","Cushion","Excellent",NA,"2",NA
"6775",1.03,"AGSL","SI2","J","Excellent",60.7,"None",NA,"6.52x6.56x3.97","Excellent","DR Congo","Round","Excellent",58,"3",NA
"6779",1.03,"AGSL","SI2","E","Excellent",NA,"None",NA,"6.4x6.45x4.02","Excellent","DR Congo","Round","Excellent",NA,"2",NA
"6783",1.7,"GemEx","SI1","G","Very good",63.5,"None",FALSE,"7.61x7.48x4.79","Very good","Russia","Marquise","Very good",NA,"3",NA
"6788",2.25,"AGSL","VS1","G","Excellent",62.4,"None",NA,"8.33x8.39x5.22","Excellent","Russia","Radiant","Excellent",NA,"2",NA
"6793",1.03,"AGSL","SI2","E","Excellent",NA,"Faint",FALSE,"6.42x6.45x4.02","Excellent","Russia","Asscher","Excellent",57,"2",NA
"6795",1.46,"AGSL","VS1","E","Very good",57.7,"None",NA,"7.51x7.57x4.35","Very good","Angola","Princess","Good",NA,"3",NA
"6796",1.46,"NA","VS1","F","Excellent",62.8,"None",NA,"7.18x7.23x4.52","Excellent","Canada","Round","Excellent",56,"4",NA
"6804",1.45,"AGSL","SI2","J","Excellent",60.7,"None",NA,"7.34x7.37x4.46","Excellent","Russia","Round","Very good",55,"3",NA
"6807",1.84,"AGSL","SI1","H","Excellent",62.3,"Strong",NA,"7.83x7.85x4.89","Excellent","Russia","Oval","Excellent",58,"3",NA
"6808",0.59,"AGSL","VS1","K","Excellent",63.1,"None",NA,"5.37x5.36x3.38","Excellent","Botswana","Round","Excellent",53,"1",NA
"6816",1.01,"AGSL","SI2","I","Very good",60.5,"None",NA,"6.45x6.51x3.92","Very good","South Africa","Round","Very good",NA,"1",NA
"6819",1.01,"AGSL","SI2","J","Excellent",60.8,"None",NA,"6.41x6.47x3.92","Excellent","Botswana","Princess","Excellent",60,"4",NA
"6823",1.01,"AGSL","SI1","J","Good",64.2,"Faint",FALSE,"6.2x6.35x4.03","Very good","Australia","Round","Good",NA,"1",NA
"6826",1.02,"AGSL","SI1","F","Excellent",60.9,"None",NA,"6.49x6.52x3.96","Excellent","Russia","Cushion","Excellent",60,"3",NA
"6828",1.02,"AGSL","VS1","J","Excellent",62,"Faint",NA,"6.41x6.45x3.98","Excellent","Botswana","Round","Excellent",NA,"2",NA
"6829",1.02,"AGSL","SI1","F","Very good",63.1,"None",FALSE,"6.35x6.38x4.02","Excellent","Botswana","Round","Very good",NA,"3",NA
"6836",3.66,"AGSL","I1","I","Excellent",62.6,"None",NA,"9.83x9.77x6.14","Very good","Other/Unknown","Oval","Excellent",56,"2",NA
"6840",1.23,"GemEx","VVS2","G","Excellent",NA,"None",FALSE,"6.84x6.86x4.29","Excellent","Russia","Round","Excellent",54,"2",NA
"6851",1.7,"AGSL","VVS2","I","Excellent",59.9,"Faint",NA,"7.73x7.78x4.65","Excellent","DR Congo","Emerald","Excellent",59,"3",NA
"6853",1.7,"AGSL","VS1","F","Excellent",60.4,"None",NA,"7.66x7.71x4.64","Excellent","Angola","Emerald","Excellent",59,"2",NA
"6855",1.7,"AGSL","SI1","I","Excellent",60.6,"None",NA,"7.72x7.77x4.69","Excellent","Angola","Round","Excellent",59,"2",NA
"6866",1.7,"GemEx","SI1","I","Excellent",59.7,NA,NA,"7.71x7.75x4.62","Excellent","Angola","Round","Excellent",60,"4",NA
"6869",1.7,"AGSL","SI1","H","Excellent",60.7,"None",NA,"7.67x7.69x4.67","Excellent","Angola","Round","Very good",60,"2",NA
"6872",1.18,"AGSL","VS2","D","Excellent",61.2,"None",FALSE,"6.78x6.81-4.16","Excellent","Australia","Round","Excellent",58,"2",NA
"6880",1.53,"AGSL","VS1","E","Excellent",NA,NA,NA,"7.32x7.39+4.63","Excellent","Canada","Oval ","Excellent",NA,"2",NA
"6884",1.53,"GemEx","VS1","J","Excellent",NA,"None",NA,"7.43x7.49x4.55","Excellent","Botswana","Round","Excellent",NA,"2",NA
"6888",0.51,"AGSL","SI2","I","Very good",60,"None",FALSE,"5.18x5.21x3.12","Excellent","South Africa","ROUND","Excellent",NA,"1",NA
"6891",0.51,"AGSL","SI2","J","Excellent",62.3,"Strong",NA,"5.08x5.12x3.18","Excellent","Russia","Round","Excellent",57,"1",NA
"6894",0.91,"AGSL","VS1","I","Very good",61.8,NA,NA,"6.16x6.21x3.82","Excellent","Russia","Round","Excellent",59,"1",NA
"6895",3.51,"AGSL","VS1","K","Excellent",62,"Faint",NA,"9.76x9.7x6.03","Excellent","Russia","Emerald","Excellent",57,"2",NA
"6896",0.7,"AGSL","SI2","G","Good",NA,"None",NA,"5.6x5.55x3.49","Good","Russia","Pear","Good",NA,"1",NA
"6899",0.7,"AGSL","VS2","H","Excellent",NA,"Medium",NA,"5.71x5.68x3.54","Excellent","DR Congo","Round","Excellent",NA,"1",NA
"6901",0.7,"GemEx","SI1","J","Excellent",62.6,NA,NA,"5.68x5.67x3.55","Excellent","Russia","Radiant","Excellent",57,"1",NA
"6905",0.7,"AGSL","SI1","H","Very good",63.2,"Faint",NA,"5.62x5.63x3.55","Excellent","Russia","Round","Excellent",NA,"1",NA
"6907",1,"AGSL","SI2","E","Very good",NA,"None",NA,"6.36x6.41x3.89","Very good","Russia","Princess","Good",63,"2",NA
"6908",1,"AGSL","VS2","I","Very good",60.5,"None",NA,"6.41x6.43x3.88","Excellent","Zimbabwe","Oval","Good",62,"1",NA
"6912",1,"AGSL","SI2","F","Very good",64.1,"Medium",NA,"6.28x6.28x4.02","Good","Australia","ROUND","Very good",NA,"1",NA
"6914",1,"AGSL","SI2","H","Very good",NA,"Strong",NA,"6.35x6.37x4","Very good","Botswana","Oval","Very good",NA,"1",NA
"6918",0.7,"AGSL","SI2","E","Good",60.2,"None",NA,"5.68x5.71x3.43","Excellent","Russia","Round","Very good",61,"1",NA
"6919",0.7,"GemEx","VS2","G","Very good",60.2,"Medium",NA,"5.77x5.74x3.46","Excellent","Zimbabwe","Round","Excellent",61,"1",NA
"6922",0.7,"AGSL","VS1","I","Very good",NA,"Medium",NA,"5.61x5.58x3.54","Excellent","Russia","Oval","Excellent",61,"1",NA
"6924",0.7,"AGSL","VS2","F","Very good",63,"Medium",NA,"5.6x5.56x3.52","Very good","Russia","Round","Excellent",NA,"2",NA
"6928",1.52,"AGSL","VS2","D","Excellent",59.7,"None",NA,"7.49x7.53x4.48","Excellent","South Africa","ROUND","Excellent",58,"2",NA
"6930",1.52,"AGSL","SI1","F","Excellent",62.7,"None",NA,"7.27x7.38x4.59","Very good","South Africa","Radiant","Very good",58,"4",NA
"6937",1.52,"AGSL","SI2","H","Excellent",61.6,"None",NA,"7.37x7.4x4.55","Excellent","Botswana","Round","Excellent",59,"3",NA
"6938",1.52,"AGSL","SI1","F","Excellent",62.1,"Faint",NA,"7.32x7.37x4.56","Excellent","Botswana","Pear","Excellent",NA,"3",NA
"6942",1.52,"AGSL","VS2","E","Excellent",60.2,"None",NA,"7.43x7.45x4.48","Excellent","Other/Unknown","Round","Excellent",60,"2",NA
"6946",5.03,"AGSL","VVS1","H","Good",63,"None",FALSE,"10.76X10.92x6.83","Very good","Russia","Princess","Good",62,"2",NA
"6947",0.6,"AGSL","VS1","K","Very good",NA,NA,NA,"5.39x5.37x3.35","Excellent","DR Congo","Radiant","Excellent",59,"1",NA
"6949",2.3,"AGSL","SI1","I","Excellent",62.4,NA,NA,"8.41x8.45x5.26","Excellent","Botswana","Round","Excellent",57,"2",NA
"6951",1.5,"NA","SI1","G","Very good",62.4,"None",NA,"7.24x7.3*4.54","Very good","Australia","Oval","Excellent",60,"2",NA
"6953",1.5,"AGSL","SI1","F","Very good",NA,"None",FALSE,"7.32x7.35x4.45","Excellent","Australia","Round","Excellent",61,"4",NA
"6954",1.5,"AGSL","VVS2","D","Very good",61.4,"None",NA,"7.33x7.42x4.53","Very good","Russia","Radiant","Very good",61,"2",NA
"6958",1.7,"NA","VS2","J","Excellent",62.6,"None",NA,"7.62x7.63x4.78","Excellent","Angola","Round","Excellent",NA,"3",NA
"6965",1.51,"AGSL","SI2","E","Excellent",61.9,NA,NA,"7.32x7.34x4.54","Excellent","Australia","Round","Very good",57,"4",NA
"6975",1.51,"AGSL","SI2","F","Excellent",63.2,"Faint",NA,"7.28x7.31x4.61","Excellent","Russia","Cushion","Excellent",57,"3",NA
"6976",1.51,"AGSL","VS2","J","Very good",58.2,NA,NA,"7.55x7.58x4.41","Excellent","Australia","Round","Very good",58,"2",NA
"6979",1.51,"AGSL","SI1","G","Excellent",61,"Faint",NA,"7.4x7.43x4.52","Excellent","South Africa","Emerald","Excellent",58,"4",NA
"6984",0.74,"GemEx","SI1","E","Very good",60.9,"None",FALSE,"5.85x5.87x3.57","Very good","DR Congo","Princess","Excellent",NA,"3",NA
"6993",1.51,"AGSL","SI1","F","Very good",NA,"Faint",NA,"7.35x7.37x4.53","Excellent","Angola","Princess","Excellent",59,"4",NA
"6999",1.51,"AGSL","SI2","J","Excellent",62.2,"Medium",NA,"7.28x7.33x4.54","Very good","Other/Unknown","Round","Excellent",NA,"3",NA
"7004",1.51,"AGSL","SI2","D","Very good",59.2,"Faint",NA,"7.42x7.45x4.4","Very good","Angola","Radiant","Very good",60,"2",NA
"7005",1.51,"AGSL","SI1","I","Excellent",59.2,"None",NA,"7.48x7.5x4.44","Excellent","Angola","Round","Excellent",60,"3",NA
"7009",1.4,"AGSL","SI1","L","Excellent",59.8,"Faint",NA,"7.27x7.29*4.35","Excellent","Other/Unknown","Round","Excellent",60,"4",NA
"7015",1.4,"NA","SI2","E","Excellent",60.4,NA,NA,"7.23x7.6x4.37","Excellent","Russia","Round","Excellent",NA,"3",NA
"7021",1.36,"AGSL","SI1","E","Excellent",61.9,"None",FALSE,"7.07x7.1x4.39","Excellent","Zimbabwe","Marquise","Excellent",58,"3",NA
"7022",1.09,"AGSL","SI1","I","Excellent",62.2,NA,NA,"6.6x6.57x4.1","Excellent","DR Congo","Round","Very good",NA,"4",NA
"7028",1.51,"AGSL","SI1","G","Excellent",61.7,"Faint",NA,"7.33x7.38x4.54","Excellent","Canada","Oval","Excellent",58,"4",NA
"7029",1.51,"AGSL","SI1","G","Excellent",61.7,"None",FALSE,"7.31x7.35x4.53","Excellent","South Africa","Round","Excellent",NA,"3",NA
"7032",1.51,"AGSL","SI2","I","Excellent",62.1,NA,NA,"7.29x7.35x4.55","Excellent","Canada","Round","Excellent",58,"2",NA
"7035",1.51,"AGSL","SI2","F","Excellent",62.5,"None",NA,"7.28x7.34x4.57","Excellent","Russia","ROUND","Excellent",58,"2",NA
"7038",1.51,"NA","VVS2","D","Very good",64.4,"None",NA,"7.15x7.19x4.62","Excellent","Canada","Round","Excellent",58,"2",NA
"7043",1.51,"AGSL","SI2","F","Excellent",NA,"None",NA,"7.44x7.46x4.51","Excellent","Australia","Round","Excellent",59,"4",NA
"7045",1.51,"AGSL","VS1","J","Excellent",61,NA,NA,"7.38x7.44x4.52","Excellent","Australia","Princess","Excellent",59,"2",NA
"7048",1.51,"AGSL","VS1","D","Very good",NA,"None",NA,"7.44x7.52x4.5","Excellent","Russia","Round","Very good",60,"2",NA
"7049",1.51,"AGSL","SI1","E","Excellent",NA,"Strong",NA,"7.36x7.38x4.47","Excellent","Australia","Round","Excellent",NA,"2",NA
"7053",1.51,"AGSL","SI2","F","Excellent",61,NA,FALSE,"7.36x7.44x4.51","Excellent","Russia","Oval","Very good",60,"4",NA
"7055",1.51,"AGSL","SI1","D","Excellent",61.1,"Faint",NA,"7.35x7.39x4.51","Excellent","Australia","Round","Very good",NA,"2",NA
"7056",1.51,"AGSL","VVS2","H","Excellent",61.5,"None",NA,"7.3x7.35x4.51","Excellent","DR Congo","Princess","Excellent",NA,"2",NA
"7060",1.51,"AGSL","SI1","I","Excellent",NA,"None",TRUE,"7.45x7.48x4.45","Excellent","Angola","Princess","Excellent",NA,"2",NA
