"","Carats","Cert","Clarity","Color","Cut","Depth","Fluroescence","Known_Conflict_Diamond","Measurements","Polish","Regions","Shape","Symmetry","Table","Vendor","Price","Retail"
"4809",1.52,"AGSL","VVS1","G"," ",62.9,"Medium Bl..",FALSE,"7.3x7.36x4.61","Excellent","Russia","Round","Excellent",57,"2","$ 20,335","$ 31,315"
"4810",2.52,"AGSL","SI2","J"," ",60.9," ",FALSE,"8.75+8.8x5.35","Excellent","Botswana","Oval","Excellent",56,"3","$ 19,590","$ 29,725"
"4811",2.65,"AGSL","SI2","K"," ",NA," ",FALSE,"8.85x8.87x5.52","Excellent","South Africa","Princess","Excellent",56,"3","$ 20,425","$ 29,785"
"4812",1.59,"AGSL","VVS1","G"," ",62.3,"Faint",FALSE,"7.48x7.41x4.64","Excellent","DR Congo","Round","Excellent",58,"3","$ 20,505","$ 29,760"
"4814",2.55,"AGSL","VS1","K"," ",61.5,"Faint",FALSE,"8.79x8.84x5.42","Excellent","Australia","Emerald","Excellent",NA,"3","$ 20,620","$ 31,750"
"4815",1.73,"AGSL","VVS1","H"," ",62.1,"None",FALSE,"7.68x7.73x4.79"," ","DR Congo","Oval "," ",55,"2","$ 16,910","$ 28,275"
"4816",1.01,"AGSL","IF","D"," ",58.2,"None",FALSE,"6.61*6.63x3.85"," ","Russia","Emerald"," ",NA,"3","$ 20,635","$ 34,955"
"4817",1.8,"AGSL","SI1","G"," ",61.8," ",FALSE,"7.72x7.78x4.79","Excellent","Russia","Round","Excellent",58,"3","$ 20,540","$ 31,805"
"4819",1.62,"AGSL","VS1","G"," ",59.7,"None",TRUE,"7.67x7.69x4.58","Excellent","Angola","Round","Excellent",59,"2","$ 20,725","$ 2,715"
"4821",1.61,"AGSL","VVS1","G"," ",62.4,"Faint",FALSE,"7.48x7.44x4.65","Excellent","Russia","Round","Excellent",NA,"2","$ 20,760","$ 31,970"
"4823",2.01,"AGSL","SI1","I"," ",59.8,NA,FALSE,"8.16x8.2x4.89","Very good","Botswana","Round","Excellent",58,"2","$ 20,795","$ 30,940"
"4824",2.11,"AGSL","SI2","G"," ",62.4,"Medium Bl..",FALSE,"8.17x8.2x5.11","Excellent","Russia","Round","Excellent",56,"2","$ 20,805","$ 32,040"
"4825",2.14,"AGSL","VVS1","J"," ",59.7,"Medium Bl..",FALSE,"8.39x8.43x5.02","Excellent","Russia","Marquis","Very good",NA,"2","$ 18,280","$ 32,100"
"4826",2.01,"AGSL","SI1","I"," ",62.2,"None",FALSE,"8.02x8.08x5.01"," ","Canada","Round"," ",58,"4","$ 22,235","$ 32,160"
"4828",2.02,"AGSL","SI1","H"," ",59.9," ",FALSE,"8.14x8.17x4.89","Very good","Canada","Radiant","Very good",60,"3","$ 20,310","$ 32,235"
"4830",1.5,"AGSL","VVS1","F"," ",59.7,"None",FALSE,"7.4x7.35x4.4","Excellent","Australia","Round","Very good",63,"2","$ 21,065","$ 32,440"
"4831",2.03,"AGSL","VS2","I"," ",61.1,"None",FALSE,"8.18x8.12x4.98","Excellent","Australia","Cushion","Excellent",60,"2","$ 21,070","$ 32,450"
"4832",1.63,"AGSL","VS1","D"," ",62.2,"Strong Bl..",FALSE,"7.5x7.55x4.68"," ","Other/Unknown","Round"," ",57,"3","$ 21,085","$ 32,470"
"4834",2.27,"AGSL","VVS1","L"," ",60.9,"Strong Bl..",FALSE,"8.5x8.52x5.19","Very good","Russia","Round","Excellent",NA,"4","$ 22,445","$ 32,575"
"4836",1.5,"NA","VS2","D"," ",59.7,"Faint",FALSE,"7.46x7.44x4.45","Excellent","Botswana","Round","Excellent",59,"3","$ 15,500","$ 25,045"
"4837",1.6,"AGSL","VS2","D"," ",62,"Strong Bl..",FALSE,"7.47x7.51x4.64","Excellent","Australia","Round","Excellent",57,"2","$ 21,195","$ 32,640"
"4838",1.52,"AGSL","VS2","E"," ",59.6,"Faint",FALSE,"7.47x7.51x4.46"," ","South Africa","Round"," ",59,"2","$ 21,205","$ 32,120"
"4840",2,"AGSL","SI2","F"," ",62.2," ",FALSE,"8.06x8.1x5.03","Very good","Other/Unknown","Princess","Excellent",55,"2","$ 20,860","$ 32,700"
"4841",2.62,"AGSL","SI1","K","Excellent",62.1,"None",FALSE,"8.81x8.83x5.48","Excellent","Russia","Round","Excellent",57,"2","$ 21,275","$ 36,795"
"4842",1.71,"AGSL","VS2","G","Very good",62.3,"Medium Ye..",FALSE,"7.57x7.64x4.74","Very good","Botswana","Round","Excellent",59,"2","$ 21,275","$ 28,845"
"4843",1.5,"AGSL","VS1","E"," ",58.8,"None",FALSE,"7.54x7.51x4.42","Excellent","Canada","Princess","Excellent",NA,"4","$ 23,525","$ 32,850"
"4844",1.25,"AGSL","VVS2","D"," ",62.3,"None",FALSE,"6.86x6.92x4.29","Excellent","Botswana","Princess","Excellent",57,"2","$ 21,350","$ 31,485"
"4845",2.06,"GemEx","SI2","G"," ",61.7,"None",FALSE,"8.15x8.2*5.04","Excellent","Botswana","Round","Excellent",NA,"2","$ 21,425","$ 32,355"
"4846",2.06,"AGSL","SI2","H"," ",NA,"Strong Bl..",FALSE,"8.03x8.07x5.14","Very good","Russia","Round","Excellent",NA,"2","$ 21,470","$ 33,065"
"4848",2.08,"AGSL","SI1","I"," ",61.2," ",FALSE,"8.17x8.22x5.01","Excellent","Angola","Round","Excellent",60,"2","$ 19,220","$ 33,280"
"4849",2.05,"AGSL","VS1","I"," ",61.5,"Medium Bl..",FALSE,"8.22x8.15x5.03","Excellent","South Africa","Cushion","Excellent",60,"2","$ 21,620","$ 33,035"
"4850",1.7,"AGSL","VS1","F"," ",62.3,"Medium Bl..",FALSE,"7.58x7.63x4.74"," ","Other/Unknown","Princess"," ",57,"4","$ 25,915","$ 33,410"
"4851",2.02,"AGSL","VS1","K"," ",61.3,"Medium",FALSE,"8.08x8x4.93","Excellent","Other/Unknown","Round","Very good",60,"3","$ 21,775","$ 33,535"
"4852",1.26,"AGSL","IF","D"," ",61.1,"Strong Bl..",FALSE,"6.95x6.99x4.26"," ","Russia","Oval"," ",NA,"2","$ 21,785","$ 36,900"
"4855",1.5,"AGSL","VS1","E"," ",61.4,NA,FALSE,"7.29x7.34x4.49","Very good","Russia","Round","Excellent",61,"2","$ 22,110","$ 28,320"
"4856",2.01,"AGSL","SI2","E"," ",61.7,"None",FALSE,"8.07x8.14x5","Excellent","DR Congo","Round","Excellent",57,"2","$ 22,125","$ 32,560"
"4857",1.51,"AGSL","VS1","F"," ",62.4,"None",FALSE,"7.3x7.31x4.56","Excellent","Russia","Round","Excellent",NA,"3","$ 22,210","$ 34,205"
"4858",1.92,"AGSL","SI1","E"," ",62,"Medium Bl..",FALSE,"7.92x7.94x4.91"," ","Russia","Marquise"," ",58,"2","$ 22,255","$ 34,275"
"4861",2,"AGSL","SI2","E"," ",59.5," ",FALSE,"8.12x8.14x4.83","Excellent","DR Congo","Round","Excellent",62,"4","$ 22,505","$ 30,520"
"4862",1.31,"NA","VVS1","D"," ",61.8,"Faint",FALSE,"7.03x7x4.33","Excellent","Russia","Round","Excellent",58,"2","$ 20,520","$ 29,460"
"4863",2.37,"AGSL","SI2","J"," ",61.5,NA,FALSE,"8.54x8.59x5.27","Very good","Russia","Emerald","Excellent",56,"2","$ 22,395","$ 33,740"
"4864",1.23,"AGSL","IF","D"," ",61.3,"Medium Bl..",FALSE,"6.89x6.91x4.23"," ","Other/Unknown","Princess"," ",NA,"4","$ 22,775","$ 37,985"
"4865",1.51,"AGSL","VVS1","F"," ",61.8,"Faint",FALSE,"7.37x7.32x4.54","Excellent","Russia","Round","Excellent",NA,"2","$ 22,450","$ 34,575"
"4866",2.02,"NA","SI2","G","Excellent",61.8,"None",FALSE,"8.03x8.1x4.99","Excellent","Australia","Round","Excellent",60,"2","$ 16,910","$ 38,105"
"4867",2.45,"AGSL","SI2","F"," ",60.4,"Very Smal..",FALSE,"8.67x8.75x5.26","Excellent","Russia","Radiant","Very good",59,"4","$ 26,295","$ 34,670"
"4868",1.7,"AGSL","VS2","F"," ",63,"None",FALSE,"7.59x7.63x4.79","Excellent","DR Congo","Round","Excellent",NA,"4","$ 25,125","$ 30,880"
"4869",2.01,"AGSL","SI1","I"," ",62.9,"None",FALSE,"8.02x8.07x5.06","Excellent","Botswana","Round","Excellent",57,"3","$ 22,585","$ 34,585"
"4870",1.7,"AGSL","IF","F"," ",61.1,"Strong Bl..",FALSE,"7.68x7.7x4.7","Excellent","Other/Unknown","Round","Excellent",59,"4","$ 25,170","$ 34,785"
"4873",2.19,"AGSL","SI2","I"," ",NA,"None",FALSE,"8.33x8.35x5.16","Excellent","Russia","Princess","Excellent",NA,"2","$ 22,785","$ 35,085"
"4875",1.52,"GemEx","VVS1","F"," ",62,"Faint",FALSE,"7.4x7.37x4.58","Excellent","Canada","Oval","Excellent",55,"2","$ 22,915","$ 35,290"
"4877",2.06,"AGSL","SI2","G"," ",62.8," ",FALSE,"8.1x8.15x5.1","Excellent","Russia","Oval ","Excellent",56,"4","$ 20,615","$ 35,560"
"4878",2.04,"GemEx","SI1","I","Excellent",59.9,"None",FALSE,"8.23x8.28x4.95","Excellent","Other/Unknown","Marquise","Very good",NA,"2","$ 23,095","$ 34,100"
"4881",2.01,"AGSL","SI2","E"," ",61.3," ",FALSE,"8.05x8.08x4.94","Very good","Russia","Round","Excellent",60,"2","$ 23,280","$ 35,885"
"4882",2.05,"AGSL","VS2","I"," ",63.2,"None",FALSE,"8.03x8.08x5.09","Very good","Botswana","ROUND","Very good",58,"4","$ 24,530","$ 35,860"
"4883",2.01,"AGSL","SI1","G"," ",61.8,"Faint",FALSE,"8.08x8.15x5.02","Very good","DR Congo","Round","Excellent",NA,"4","$ 24,325","$ 34,945"
"4884",2.14,"AGSL","VS2","I"," ",NA,"Faint",TRUE,"8.3x8.28x5.1","Excellent","Angola","Pear","Excellent",58,"2","$ 23,415","$ 4,025"
"4885",1.8,"AGSL","VS2","G"," ",62.3," ",FALSE,"7.75x7.79x4.84","Excellent","Russia","Asscher","Excellent",59,"4","$ 20,905","$ 36,160"
"4886",2.01,"AGSL","SI1","I"," ",62.7,NA,FALSE,"8.04x8.07x5.05","Excellent","Russia","Round","Excellent",58,"4","$ 26,555","$ 33,590"
"4887",1.5,"AGSL","IF","G"," ",61.5,"None",FALSE,"7.31x7.38*4.52","Excellent","DR Congo","Emerald","Excellent",58,"2","$ 23,525","$ 36,175"
"4888",3.07,"AGSL","VS1","M"," ",62.4," ",FALSE,"9.19x9.29x5.77","Good","Russia","Round","Good",NA,"3","$ 20,950","$ 36,320"
"4890",2.44,"AGSL","SI1","J"," ",NA,NA,FALSE,"8.61x8.67x5.33","Excellent","Russia","Emerald","Excellent",NA,"4","$ 23,585","$ 34,415"
"4892",1.61,"AGSL","VS2","D"," ",NA," ",FALSE,"7.6x7.63x4.61","Excellent","Botswana","Princess","Excellent",60,"2","$ 20,250","$ 35,365"
"4893",2.2,"AGSL","SI1","F"," ",NA,"Very Stro..",FALSE,"8.26x8.3x5.17"," ","Botswana","Asscher"," ",NA,"4","$ 26,220","$ 35,200"
"4896",2.71,"AGSL","SI2","J"," ",63.5," ",FALSE,"8.82x8.86x5.61","Excellent","South Africa","Round","Excellent",55,"4","$ 23,645","$ 36,370"
"4898",1.42,"NA","VVS2","D"," ",62.8," ",FALSE,"7.12x7.18x4.49","Very good","Russia","Round","Very good",55,"2","$ 19,915","$ 38,855"
"4899",2.07,"AGSL","SI2","F"," ",61.6,"Faint",FALSE,"8.13x8.17x5.02"," ","Russia","Round"," ",60,"3","$ 24,030","$ 37,005"
"4900",2.03,"AGSL","SI1","H"," ",60.4," ",FALSE,"8.17x8.21x4.95","Excellent","Botswana","Marquise","Excellent",59,"2","$ 23,255","$ 35,025"
"4902",3.09,"AGSL","VS2","M"," ",61.9,"Faint",FALSE,"9.35*9.3x5.77","Excellent","DR Congo","Round","Excellent",59,"2","$ 24,105","$ 36,860"
"4903",2.01,"AGSL","SI1","H"," ",62.8,"Medium Bl..",FALSE,"8x8.04x5.03","Excellent","DR Congo","Round","Excellent",57,"4","$ 26,505","$ 37,150"
"4904",2.22,"AGSL","SI2","I"," ",62.1,"Strong B",FALSE,"8.29x8.35x5.17","Excellent","Zimbabwe","Round","Excellent",NA,"2","$ 24,190","$ 33,865"
"4905",1.07,"AGSL","IF","D"," ",62.6,NA,FALSE,"6.51x6.54x4.08"," ","DR Congo","Oval"," ",57,"2","$ 24,215","$ 25,135"
"4906",1.7,"AGSL","VS1","G","Excellent",NA,"Strong Bl..",FALSE,"7.62x7.69x4.76","Excellent","Australia","Round","Very good",56,"4","$ 26,565","$ 39,475"
"4907",2.04,"AGSL","SI1","I"," ",62.2,"Medium B",FALSE,"8.09x8.11x5.04","Very good","Canada","Round","Excellent",57,"2","$ 24,375","$ 37,540"
"4909",2.52,"GemEx","VS2","J"," ",NA," ",FALSE,"8.72x8.77X5.4","Excellent","Botswana","Round","Excellent",58,"2","$ 22,255","$ 27,645"
"4910",3.01,"AGSL","SI2","K"," ",NA,"None",FALSE,"9.15x9.19x5.67"," ","Australia","Princess"," ",58,"2","$ 24,490","$ 37,710"
"4911",3.01,"AGSL","SI2","K"," ",63,"None",FALSE,"9.09x9.12x5.74"," ","Botswana","Radiant"," ",58,"2","$ 24,490","$ 27,305"
"4912",1.53,"AGSL","VS2","D"," ",61.5," ",FALSE,"7.43x7.45x4.58","Excellent","Russia","Round","Excellent",57,"2","$ 23,320","$ 37,715"
"4913",1.51,"AGSL","VS1","E"," ",60.7,"Faint",TRUE,"7.31x7.41x4.47","Good","DR Congo","Pear","Good",60,"4","$ 27,075","$ 2,700"
"4915",1.35,"AGSL","VVS2","D"," ",NA,"None",FALSE,"7.16x7.25x4.32","Very good","Russia","Round","Very good",NA,"4","$ 27,915","$ 41,505"
"4916",1.04,"AGSL","IF","D"," ",61.8,"None",FALSE,"6.5x6.52x4.02"," ","South Africa","Round"," ",56,"2","$ 24,515","$ 33,425"
"4917",1.7,"AGSL","VS1","F"," ",NA,"Faint",FALSE,"7.57x7.6x4.71"," ","Botswana","Round"," ",NA,"3","$ 24,585","$ 37,740"
"4918",1.7,"GemEx","VS2","E"," ",62.4," ",FALSE,"7.55x7.6x4.73","Excellent","DR Congo","Radiant","Excellent",NA,"2","$ 23,100","$ 29,575"
"4920",1.7,"AGSL","VS2","D"," ",NA,"Medium Bl..",FALSE,"7.62x7.65x4.75"," ","Russia","Oval"," ",56,"2","$ 24,655","$ 37,965"
"4921",2.2,"AGSL","SI2","E"," ",62.3,"Faint",FALSE,"8.32x8.35x5.19"," ","Other/Unknown","Round"," ",57,"4","$ 28,320","$ 38,285"
"4923",2.21,"AGSL","VS2","I"," ",62.5,"None",FALSE,"8.32x8.35x5.21","Very good","Russia","Round","Very good",57,"2","$ 25,115","$ 38,680"
"4924",2.01,"AGSL","SI1","E"," ",60.3,"Medium Bl..",FALSE,"8.08x8.17x4.9","Excellent","Angola","Round","Very good",57,"2","$ 25,115","$ 38,675"
"4925",1.89,"GemEx","SI1","F"," ",62.7,"None",FALSE,"7.8x7.94x4.93","Excellent","Botswana","Round","Very good",57,"2","$ 25,225","$ 36,380"
"4929",2.55,"AGSL","SI2","I"," ",62.5," ",FALSE,"8.67x8.72x5.44","Excellent","Botswana","Emerald","Very good",57,"2","$ 22,435","$ 32,800"
"4931",2.42,"AGSL","SI1","I"," ",59.7,"None",FALSE,"8.75x8.81x5.24","Very good","Russia","Round","Very good",58,"2","$ 25,460","$ 39,205"
"4933",2.01,"AGSL","SI1","E"," ",62.7,"None",TRUE,"8.06x7.98x5.02","Excellent","Zimbabwe","Pear","Very good",54,"4","$ 26,680","$ 3,880"
"4934",2.03,"AGSL","SI1","H"," ",61.4,"Faint",FALSE,"8.17x8.1x4.99","Excellent","Australia","Round","Very good",59,"2","$ 25,550","$ 39,345"
"4935",1.64,"AGSL","VS1","E"," ",61.4,"Faint",FALSE,"7.65*7.66*4.7","Very good","Botswana","Round","Excellent",55,"2","$ 25,560","$ 38,105"
"4936",2.05,"AGSL","SI2","E"," ",61,"None",FALSE,"8.16x8.21x5"," ","South Africa","Princess"," ",NA,"4","$ 28,570","$ 32,350"
"4937",2.01,"AGSL","SI2","F"," ",61.2,"None",FALSE,"8.12x8.15x4.98","Excellent","Botswana","Round","Excellent",59,"2","$ 25,610","$ 38,465"
"4938",2.62,"AGSL","SI2","I"," ",NA," ",FALSE,"8.72x8.77x5.5","Excellent","Botswana","Round","Excellent",56,"4","$ 25,510","$ 38,950"
"4941",2.08,"AGSL","VS2","I"," ",62.1,NA,FALSE,"8.12x8.18x5.06","Excellent","Russia","Round","Excellent",59,"2","$ 25,865","$ 39,140"
"4942",1.9,"AGSL","VS1","E"," ",63.8,"Strong Bl..",FALSE,"7.72x7.78x4.94"," ","Canada","Radiant"," ",59,"4","$ 28,460","$ 39,900"
"4943",2.61,"AGSL","SI2","I"," ",62.6," ",FALSE,"8.74x8.79x5.49","Excellent","Australia","Round","Excellent",NA,"3","$ 23,265","$ 39,950"
"4944",1.54,"AGSL","VS1","E"," ",61.5,"Faint",FALSE,"7.43x7.5x4.59","Excellent","Russia","Marwuise","Excellent",NA,"2","$ 21,515","$ 39,965"
"4945",2,"GemEx","SI1","H","Good",60.7,"Faint",FALSE,"7.92x8.02x4.83","Good","Russia","Princess","Good",NA,"2","$ 26,000","$ 38,400"
"4946",2.01,"AGSL","SI1","I"," ",60.5,NA,FALSE,"8.16x8.13x4.93","Excellent","Other/Unknown","Radiant","Very good",NA,"2","$ 26,105","$ 26,235"
"4948",2.46,"AGSL","IF","J"," ",NA,"None",FALSE,"8.71x8.78x5.25","Excellent","Botswana","Round","Very good",NA,"2","$ 26,120","$ 38,215"
"4949",1.59,"AGSL","VS1","E"," ",NA,"None",FALSE,"7.47x7.49x4.64","Excellent","Botswana","Oval","Excellent",58,"2","$ 26,125","$ 34,135"
"4953",2.01,"GemEx","VS1","I"," ",61.9,"None",FALSE,"8.03x8.08x4.99","Excellent","Australia","Marquise","Excellent",59,"3","$ 26,170","$ 40,300"
"4955",2.03,"AGSL","SI1","F"," ",NA,"Strong Bl..",FALSE,"8.08x8.11x5.07"," ","Australia","Round"," ",56,"2","$ 26,195","$ 40,340"
"4956",2.27,"AGSL","SI2","I"," ",62.4,NA,TRUE,"8.39x8.41*5.24","Excellent","DR Congo","Marquis","Excellent",55,"2","$ 21,035","$ 4,655"
"4958",1.25,"AGSL","IF","D"," ",62.2,"Faint",FALSE,"6.88x6.9x4.29"," ","Australia","Radiant"," ",56,"4","$ 30,370","$ 44,590"
"4961",1.58,"AGSL","VS1","E"," ",NA,"Faint",FALSE,"7.57x7.6x4.53","Excellent","Botswana","Round","Excellent",61,"2","$ 26,625","$ 40,435"
"4963",1.71,"AGSL","VVS2","E"," ",60.8,"Strong Bl..",FALSE,"7.68x7.7x4.67","Excellent","Russia","Radiant","Excellent",59,"4","$ 26,865","$ 41,130"
"4964",2.2,"AGSL","SI2","G"," ",62.9,NA,FALSE,"8.24x8.31x5.21","Excellent","DR Congo","Round","Excellent",56,"4","$ 28,060","$ 36,975"
"4965",1.74,"AGSL","VVS2","D"," ",61.9,"Medium Bl..",FALSE,"7.62x7.68x4.74"," ","DR Congo","Round"," ",NA,"2","$ 26,760","$ 37,680"
"4966",2.32,"AGSL","SI2","I"," ",NA,"None",FALSE,"8.47x8.49x5.24","Excellent","Botswana","Marquise","Excellent",57,"2","$ 26,820","$ 39,355"
"4967",2.23,"AGSL","VS2","H"," ",62.6,"Medium Bl..",TRUE,"8.27x8.32x5.19","Excellent","Angola","Princess","Excellent",58,"3","$ 26,865","$ 3,320"
"4968",1.6,"AGSL","VS1","E"," ",62.2,"None",FALSE,"7.45x7.5x4.65","Excellent","DR Congo","Round","Excellent",NA,"4","$ 28,900","$ 39,580"
"4969",2.03,"AGSL","SI1","G"," ",62.8," ",FALSE,"8.04x8.11x5.07","Excellent","Other/Unknown","Round","Excellent",58,"4","$ 30,500","$ 41,570"
"4971",1.51,"AGSL","VS2","D"," ",60.8,"None",FALSE,"7.4x7.42x4.51","Excellent","South Africa","Cushion","Excellent",NA,"2","$ 27,065","$ 41,565"
"4972",1.8,"AGSL","VS2","D"," ",62.7,"Medium Bl..",FALSE,"7.69x7.74x4.84"," ","Russia","Round"," ",NA,"2","$ 27,120","$ 41,760"
"4973",2.5,"AGSL","SI1","I"," ",63.7," ",FALSE,"8.47x8.56x5.42","Very good","Angola","Round","Very good",55,"2","$ 25,395","$ 42,000"
"4974",1.07,"AGSL","IF","D"," ",62.1,"Faint",FALSE,"6.58x6.63x4.1","Excellent","Canada","Cushion","Excellent",56,"4","$ 30,885","$ 46,200"
"4976",1.15,"AGSL","IF","D"," ",60.8,NA,FALSE,"6.78x6.8x4.13","Excellent","Angola","Round","Excellent",57,"4","$ 30,080","$ 45,605"
"4978",2.02,"AGSL","SI2","D"," ",NA,"None",FALSE,"8.07x8.11+5.05"," ","Botswana","Marquis"," ",56,"4","$ 24,620","$ 42,255"
"4979",2.01,"AGSL","VVS2","H"," ",NA,"None",FALSE,"8.03x8.1x4.95","Excellent","Botswana","Emerald","Very good",NA,"2","$ 27,490","$ 37,215"
"4980",1.08,"AGSL","IF","D"," ",59.9," ",FALSE,"6.68x6.71x4.01","Excellent","Russia","Princess","Excellent",59,"2","$ 27,485","$ 46,570"
"4982",2.3,"AGSL","SI2","F"," ",62.3," ",TRUE,"8.38x8.42x5.24","Excellent","DR Congo","Emerald","Excellent",58,"2","$ 26,885","$ 4,660"
"4984",3.09,"AGSL","VS2","L"," ",NA,"Faint",FALSE,"9.3x9.28x5.78","Excellent","Russia","Round","Excellent",58,"2","$ 27,690","$ 42,645"
"4985",2.4,"AGSL","SI1","H"," ",61.3,"Faint",FALSE,"8.56x8.62x5.27","Excellent","Russia","Round","Excellent",59,"2","$ 27,720","$ 42,685"
"4986",3,"NA","VS1","L"," ",63.9,"None",FALSE,"9.1x9.06*5.81","Excellent","Canada","Uncut","Excellent",57,"2","$ 11,320","$ 11,320"
"4987",2.5,"AGSL","SI1","I"," ",59.9," ",FALSE,"8.82x8.83x5.28","Excellent","Russia","Emerald","Excellent",NA,"2","$ 27,600","$ 43,000"
"4988",3.01,"AGSL","SI2","K"," ",61.8," ",FALSE,"9.22x9.28x5.71","Excellent","Russia","Round","Excellent",NA,"2","$ 28,225","$ 43,470"
"4989",2.5,"AGSL","SI1","I"," ",62.6," ",FALSE,"8.64x8.67x5.42","Excellent","Australia","Round","Excellent",55,"4","$ 30,110","$ 43,500"
"4990",2.5,"AGSL","SI2","H"," ",60," ",FALSE,"8.74x8.8x5.26","Excellent","Australia","Round","Excellent",60,"2","$ 25,635","$ 43,560"
"4991",2.01,"AGSL","SI1","G","Good",62.6,"Medium Bl..",FALSE,"7.91x7.93x4.96","Very good","Canada","Round","Excellent",NA,"2","$ 28,350","$ 41,850"
"4992",1.04,"AGSL","IF","D"," ",NA," ",FALSE,"6.48x6.51x4.04","Excellent","Russia","Round","Excellent",55,"4","$ 29,065","$ 48,170"
"4993",3.51,"NA","VS2","M"," ",62,"Faint",FALSE,"9.73x9.7x6.03","Excellent","Australia","Round","Excellent",57,"2","$ 23,500","$ 22,370"
"4994",1.52,"AGSL","VVS2","D"," ",62.5,"None",FALSE,"7.31x7.38x4.59","Excellent","Canada","Round","Very good",NA,"4","$ 30,210","$ 43,930"
"4995",2.65,"AGSL","VS1","K"," ",62.4,NA,FALSE,"8.88x8.81x5.52","Excellent","Angola","Round","Excellent",56,"2","$ 28,565","$ 41,175"
"4996",2.34,"AGSL","VS1","I"," ",NA,"Medium Bl..",TRUE,"8.59x8.63x5.23","Excellent","Zimbabwe","Pear","Excellent",NA,"2","$ 28,570","$ 4,605"
"4997",1.56,"AGSL","VS2","D"," ",61.4,"None",FALSE,"7.46x7.49x4.59","Excellent","Canada","Princess","Excellent",58,"2","$ 28,570","$ 43,995"
"4999",3,"AGSL","VS1","L"," ",NA,"Medium Bl..",FALSE,"9.12x9.2x5.76"," ","Canada","Round"," ",56,"4","$ 31,890","$ 44,065"
"5000",2.51,"AGSL","SI2","H"," ",61.4," ",FALSE,"8.67x8.7x5.33","Excellent","Russia","Round","Excellent",61,"2","$ 23,185","$ 44,230"
"5001",3.07,"AGSL","SI2","K"," ",60.9," ",FALSE,"9.35x9.4x5.71","Excellent","Russia","Cushion","Excellent",NA,"2","$ 25,350","$ 44,335"
"5002",2.01,"NA","VS2","E"," ",64.6,"None",FALSE,"8.01x7.95x5.16","Good","Australia","Round","Excellent",NA,"2","$ 20,715","$ 39,455"
"5004",2.05,"AGSL","SI1","D"," ",NA,"Medium Bl..",FALSE,"8.19x8.14x5.05","Very good","DR Congo","Round","Very good",NA,"4","$ 27,150","$ 43,250"
"5005",2.12,"AGSL","SI1","G"," ",62.7," ",FALSE,"8.19x8.24x5.15","Excellent","Canada","Emerald","Excellent",55,"2","$ 27,960","$ 45,040"
"5008",1.7,"AGSL","VS2","D"," ",62.2,"Faint",FALSE,"7.62x7.64x4.75","Excellent","Russia","Oval","Excellent",56,"2","$ 29,420","$ 45,310"
"5010",2.38,"NA","SI1","H"," ",59.9," ",FALSE,"8.68x8.71x5.21","Excellent","Russia","Emerald","Excellent",60,"2","$ 25,805","$ 30,700"
"5011",1.62,"AGSL","VS2","D"," ",62,NA,FALSE,"7.49x7.54x4.66","Excellent","Russia","Round","Excellent",58,"2","$ 29,665","$ 37,655"
"5013",2.71,"AGSL","SI2","I"," ",62.4," ",FALSE,"8.84x8.91x5.53","Excellent","South Africa","Marquise","Excellent",58,"4","$ 28,765","$ 45,410"
"5014",2,"AGSL","VVS1","H"," ",NA,"Medium Bl..",FALSE,"8.08x8.05x5","Excellent","Russia","Round","Very good",58,"2","$ 29,760","$ 45,830"
"5015",2.01,"AGSL","SI1","H"," ",61.5,"Faint",FALSE,"8.09x8.15x4.99","Excellent","Australia","Asscher","Excellent",58,"4","$ 32,890","$ 45,830"
"5018",2.02,"AGSL","SI1","H"," ",62.7,"Faint",FALSE,"8.04x8.09x5.06","Excellent","Russia","Round","Excellent",57,"2","$ 29,910","$ 46,060"
"5019",1.99,"AGSL","VVS2","G"," ",61.2,"Faint",FALSE,"8.04x8.09x4.93"," ","South Africa","Round"," ",60,"4","$ 33,160","$ 46,045"
"5020",2.14,"AGSL","VS2","I"," ",60.6,"None",FALSE,"8.35x8.3x5.05","Excellent","Botswana","Round","Excellent",NA,"2","$ 30,020","$ 39,165"
"5023",2.51,"AGSL","SI2","G"," ",60.2," ",FALSE,"8.8x8.84x5.31","Excellent","Russia","Round","Excellent",61,"2","$ 28,230","$ 46,460"
"5024",3.04,"AGSL","SI1","K"," ",62.8,"Very Smal..",FALSE,"9.19x9.23x5.78","Excellent","Russia","Round","Excellent",56,"2","$ 30,205","$ 46,515"
"5025",2.25,"AGSL","SI2","F"," ",62.8,"None",FALSE,"8.33x8.36x5.24","Excellent","DR Congo","Round","Excellent",56,"2","$ 30,260","$ 43,410"
"5026",3.08,"AGSL","SI2","J"," ",62," ",FALSE,"9.28x9.3x5.76","Excellent","DR Congo","Princess","Excellent",NA,"4","$ 34,085","$ 46,075"
"5027",2.07,"AGSL","SI1","E","Very good",60.1,"None",FALSE,"8.21x8.33x4.97","Very good","Botswana","Radiant","Very good",61,"2","$ 30,350","$ 47,125"
"5028",1.52,"AGSL","VVS2","D"," ",62.2,"None",FALSE,"7.32x7.43x4.59","Excellent","Russia","Round","Excellent",55,"2","$ 30,550","$ 47,045"
"5030",2.51,"AGSL","SI1","D"," ",61.9," ",FALSE,"8.69x8.71x5.38","Excellent","South Africa","Oval","Excellent",59,"2","$ 21,090","$ 46,530"
